Description,Tag,Code
"Coupa provides a cloud-based spend management platform to help enterprises reduce overhead spend and increase efficiency across business units. It's platform integrates a variety of applications including procurement, invoicing, inventory, contracting, and budgeting. It focuses on intuititve user functionality to drive employee adoption, and includes reporting features for enterprise-wide spend analysis.",Data Aggregation,34
"Intermountain is a non-profit healthcare provider system that researches and invests in innovative applications of health technology. Its Informatics division focuses on researching new diagnostic methodologies and ways to improve how clinical and EHR data is collected and shared. It participates in the national Care Connectivity Consortium, which consists of several major health systems sharing and analyzing data in order to improve patient outcomes.",Predictive Modeling,105
"iRise provides a project management platform for software development teams, geared toward enabling the full team - product managers, business analysts, designers and developers - to collaborate throughout the development lifecycle. It encourages rapid protoyping, with features like intuitive drag-and-drop mockups, customizable animations, asset template libraries, and mobile compatibility.",Mobile and Web Development,90
"Open Text is an enterprise information management company that helps organizations manage and make sense of their unstructured data. Offerings include a digital content and document management platform, big data warehousing and analytics, and e-discovery.",Information Security,69
"Red Hat provides open source IT software and infrastructure for enterprises. It helps companies modernize their IT departments through solutions like data center virtualization, business process management redesign, and cloud management. Its emphasis on open source allows IT departments flexibility in what 3rd party technologies they leverage and how they deploy them.",Data Aggregation,34
"Salesforce offers enterprise cloud computing solutions on a subscription basis. They are best known for their Customer Relationship Management (CRM) solutions, but offer a wide array of SaaS solutions, including marketing, analytics, online communities, sales, and IoT solutions.",Internet of Things,70
"Symantec Corporation (Symantec) is a global provider of security, storage, and systems management solutions that help businesses and consumers secure and manage their information and identities. ",Mobile Security,92
"Verizon Enterprise Solutions Group offers a suite of products & solutions, including mobile workforce solutions, internet of things applications, IT infrastructure and data architecture, cloud storage and services, virtual collaboration applications and cyber security solutions.",Cyber Intelligence,32
"AutoPilot uses artificial intelligence-based automation and machine learning techniques to provide IT managers an overview on best ways to optimize IT operations, as well as automate IT processes.",Cloud Services & Platforms,12
"R3 CEV is an innovation firm focused on promoting the use of next generation financial services technologies, specifically the development and application of cryptographic and distributed ledger-based technology, new execution solutions for exchanges and supporting early stage start-ups developing financial services technologies solutions.",Exchanges,53
"Ripple Labs is the creator and developer of the Ripple payment protocol, a decentralized and open source global payments network that allows customers to bypass major international settlement channels and transfer value instantly point to point.",Information Security,69
"Ethereum is a platform and a programming language leveraging decentralized ledger technology to support developers build and publish distributed applications. Example applications include the codification, decentralization, and transfer of ownership of digital and physical property (e.g., voting, domain names, financial exchanges, crowdfunding, company governance, contracts and agreements).",Mobile and Web Development,90
"ConsenSys is a hub entity building decentralized applications and utilities for Ethereum and other blockchain ecosystems. ConsenSys works to manage the creation and acceleration of single purpose vehicles within its app-development ecosystem, partnering with other innovators.",Information Security,69
"BlockCypher is a blockchain web services provider that helps financial institutions develop blockchain applications through the use of web Application Program Interfaces (APIs) and callbacks. Their cloud-optimized platform employs multiple data centers to support high throughput, linear scaling, low-latency, and host full-node block chains for security in validating and relaying transactions.",Data Aggregation,34
"Datameer offers self-service big data analytics solutions, which enables mining of insights from raw data. Its data discovery capabilities provides capabilities, such as integration, preparation and profiling, analytics, machine learning, visualization, and data export, which runs natively on Hadoop",Cloud Storage,17
"Logi Analytics offers a self-service analytics platform, which uses data visualization techniques for generating insights. It has three core offerings: Logi Info (business analytics platform, for creating self-service analytics applications); Logi Vision (visual data discovery application, built for workgroup collaboration); Logi DataHub (data integration from multiple sources)",Digital Transformation Services,46
"Sisense offers business analytics solutions by enabling preparation, analysis and visualization of big or disparate datasets. It relies on two core technology offerings: Single-Stack Architecture, which is an end-to-end BI software and In-Chip Engine, which allows running of ad-hoc queries and minimizes the need of preparing data in advance",Digital Transformation Services,46
"Tibco offers a BI platform, that seeks to recognize, understand and respond to real-time events, to deliver a competitive advantage and avert risks. Its bouquet of offerings can be categorized under five capabilities: Integration (enables availability of data, to make it responsive to key events); Event Processing (enables gaining of contextual awareness, to preempt risks of events); Analytics (offers embedded and self-service analytics); Cloud (allows enterprise-class cloud-based solutions); Customer Loyalty (enables marketeers to create relevant rewards)",Digital Transformation Services,46
"Splunk offers an operational intelligence platform, which enables analytics of machine-generated big data, providing insights into the performance of IT systems and technology infrastructure. It offers four core products: Splunk Enterprise (provides integration, search, analysis and visualization capabilities for machine data); Splunk Cloud (enables SaaS); Splunk Light (enables log search and analysis by integrating data); Hunk (big data analytics platform, using Hadoop)",Data Visualization,41
"LightCyber is a provider of Behavioral Attack Detection solutions that provide accurate and efficient security visibility into attacks that have circumvented traditional security controls. The LightCyber Magnaª platform integrates user, network and endpoint context to provide security visibility into a range of attack activity. ",IT Vulnerability & Threat Assessment,71
"Arrow Electronics is a global provider of products, services and solutions to industrial and commercial users of electronic components and enterprise computing solutions. Arrow Intelligent Services is a framework and set of software capabilities that simplifies the way Original Equipment Manufacturers (OEMs), enterprises and systems integrators build, deploy and manage intelligent systems.",Smart Grid,115
"Relayr enables device manufacturers, app developers, and software companies to leverage the power of the internet of things through three offerings: 1. A cloud 2. SDKs and 3. a sensor kit to enable first prototypes within minutes, and new product roll-outs within one business quarter.",Wearables,127
"n.io provides a software platform that enables interoperable applied intelligence and automation to any asset, signal, event, message, feed or stream from any source without the requirement of data storage. n.io software takes on the toughest challenges in smart connected devices, including interoperability, latency, database dependency and user complexity.",Advanced Manufacturing,2
"Rare Technologies helps businesses solve complex information retrieval problems and derive value with Machine Learning & Predictive Analytics. The company uses NLP applications to detect names, themes and sentiments from structured & unstructured data.",Predictive Modeling,105
"Contego Fraud Solutions provides a software platform that performs due diligence and risk analysis on individuals and companies, with applications across a wide range of industry sectors, including: business centers and virtual offices; recruitment; pre-employment screening; property and financial services Ð and any sector with intelligence sharing requirements.",Identity Verification,67
"Godesic offers a project management platform for IT infrastructure change-over in the financial services industry. Cutover is a SaaS platform that safeguards and controls critical enterprise IT change events. Cutover has been developed to replace the excel-ware, emails and telephone calls that are typically used to coordinate the release of critical IT systems projects. Cutover creates an ""operational theatre"" that supports virtual team planning and rehearsal, implementation event status monitoring and visualization, and provides the ""books and records"" of the event as an audit trail.",Data Recovery,40
"PassFort has developed the first Compliance As A Service (CAAS) Web application designed to improve the way regulated businesses collect, store and manage their customer compliance information at the point of onboarding. The technology delivers an automated and scalable back office system for financial services, online gambling, real estate and professional services firms, enabling processes that traditionally take weeks to be completed in a day.",Cloud Services & Platforms,12
"Quotip offers a management tool for structured financial products that provides wealth managers with services in three key areas: product idea generation, request for quote and audit/life-cycle management. Quotip's machine-learning-based algorithm, sell-side independency and full coverage of the value-chain help reducing product complexity whilst increasing workflow efficiency and adhering to upcoming regulatory frameworks.",Information Exchange,68
SBDA Group delivers machine learning that allows banks to offer a personalized and automated financial advice service to their customers. This helps banks to scale personalized financial support and services using the power of artificial intelligence.,Marketing Services,85
"Digital Asset Holdings develops distributed ledger technology solutions for the financial services industry. It offers its distributed ledger for various use cases in the areas of corporate syndicated loan, the United States treasury repo, private stock, foreign exchange, payment, public stock, derivative, transaction reporting, factoring, bond, and digital currency aspects. ",Authentication,5
BitShares develops blockchain based financial services including exchange and banking on a blockchain. ,"Fraud Monitoring, Protection & Investigation",60
Gem enables building and deploying of blockchain networks for businesses. It also helps in testing proofs-of-concept in their sandbox environment to produce a scalable pilot. ,Process Automation,106
"Armory is the maker of the Amory Secure Wallet, a tool to generate and store Bitcoin private keys. Armory allows management of bitcoin wallets offline, storing bitcoin on a computer that never touches the Internet.","Fraud Monitoring, Protection & Investigation",60
"Bitstamp is a European Union based bitcoin marketplace and provides a trading platform to buy and sell bitcoins. This platform enables faster transactions at a lower cost, with reduced risk of frauds.",Exchanges,53
"Gyft is a mobile gift card app that allows customers to buy, store, send and redeem gift cards from a mobile device.",Digital Transformation Services,46
"ShoCard provides a digital identity card that is used through a mobile application. Its identity verification system protects and verifies identity using public/private key encryption with various keys, data hashing, out-of-band communication, data matching, and two-factor authentication, as well as protects consumer privacy. ","Fraud Monitoring, Protection & Investigation",60
Eris Industries Limited operates a platform that allows building data infrastructure using blockchain and smart contract technology.,Legal Document Review,77
"Counterparty is a platform for free and open financial tools on the Bitcoin network. By harnessing the power of the Bitcoin network, Counterparty creates secure marketplace directly on the Bitcoin blockchain, extending BitcoinÕs functionality from a peer-to-peer payment network into a full fledged peer-to-peer financial platform. Along with the Counterparty protocol, the platform consists of the native XCP token to perform advanced operations, and the secure, browser-based Counterwallet to provide the functionality.",Data Infrastructure,36
"Noodle.ai provides solutions and advisory services in enterprise artificial intelligence. These services are focused in the areas of enterprise AI pathways, data value assessment, internal skill development and AI architecture advisory",Customer Analytics,31
"Enterra provides Big Data analytics platform, to uncover insights and relationships. Its flagship product, Enterra Enterprise Cognitive System, allows for generation of hypothesis, inference, cascading effects of an event, recommendations and identification of target sub-sets of consumers",Financial Analytics,56
"Highspot offers a sales enablement platform, which delivers insights that help companies to engage more effectively with customers. It uses machine learning to provide features such as semantic search, intelligent recommendations, content scoring, smart feeds and advanced analytics",Marketing Analytics,84
"Eularis offers analytics solutions, using artificial intelligence (machine learning, neural network and deep learning), specifically for pharamceutical industry. Its flagship platform, called Accelerated Growth Analytics Platform, covers Brand Performance, Messaging Results, Marketing Mix Optimization, and Sales Force Effectiveness",Machine Learning,78
"AiCure offers a medical platform, which uses facial recognition and motion-sensing software to automate directly observed therapy (DOT) on smartphones. It enables direct visualization of patient behavior, by capturing evidence of medication ingestion, leading to increased patient adherance and monitoring.",Machine Learning,78
"Numerate offers a drug design platform, which helps in delivering novel leads, with no need for a crystal structure and limited SAR data (Structure-Activity Relationship, between chemical structure and pharmacological activity). It utilizes machine learning - based modelling, which enables modelling of  properties like binding to a target, efficacy of compounds, ADME (absorption, distribution, metabolism, and excretion) properties, off-target toxicities, etc.",Knowledge Management,73
"twoXAR uses machine learning and big data analytics, to reduce the time taken to find and assess efficacy of new drug candidates. Its core product, DUMA Drug Discovery Platform, is a cloud-based solution which helps in finding associations between drug and disease. This platform can be used by R&D organizations, to prioritize existing candidates, perform targeted searches and identify new drug candidates.",Healthcare Analytics,65
"Palantir offers data platforms for integrating, managing and securing big data, including layer applications, which enables interactive, machine-assisted analysis. It has two core products - Palantir Gotham (serves as an enterprise knowledgebase, containing records of an organization's collective analysis); and Palantir Metropolis (for integrating data from various sources into analytical models)",Information Security,69
"AchieveMint offers a collaborative healthcare platform, which gives incentives to customers who make healthy choices.It enables to integrate data from different healthcare applications and devices and to apply analytics, for generating insights on leading a health and active life.",Digital Transformation Services,46
"BellaDati provides collaborative Business Intelligence applications, which has features such as creating dashboards and reports, performing analytics and integrating datapoints into a datastore. It can combine structured and unstructured data into an automated datastore, which uses data visualization techniques to generate insights",Data Visualization,41
"Captricity offers data capture solution, by providing handwriting recognition capabilities. Documents are first automatically classified using computer vision technology. Then, information is extracted and validated, using machine-learning handwriting-recognition algorithms and crowd-guided verification. ",Computer Vision,24
"C-B4 offers prediction modeling solutions that operate at a granular level, by taking into account different variables and conditions that can influence each granular entity. The company uses data compression technologies, pattern-detection and machine-learning algorithms to generate actionable business insights and detect anomalies.",Market Research,83
"CedarTech provides products and solutions for the interpretation of patterns.ÊThe company focuses on delivering systems for pattern recognition and machine learning with applications to handwriting recognition and analysis, forensic document examination, and biometrics.",Text Analytics,124
"Revolution Analytics offers capabilities based on open source ""R"", for statistical analytics. Its flagship product, Revolution R Enterprise, is an enterprise-class big data big analytics platform which enables big data statistics, predictive modeling and machine learning capabilities, that are compatible with the R language",Data Aggregation,34
"Atomwise offers a drug discovery platform that uses machine learning and artificial intelligence to reduce the time and cost required to identify a potential drug candidate. The platform analyzes big data to make medicinal predictions, identify new drug candidates and discover new uses for existing drugs.",Healthcare Analytics,65
Pathway genomics provides genetic profile information through laboratory diagnostic testing. The company merges artificial intelligence and deep learning with precision medicine  to provide personalized healthcare guidance. ,Machine Learning,78
"Tiatros offers a digital healthcare social networking platform which uses collaboration, engagement, and predictive analytics tools to improve patient outcomes. Its flagship product, CarePod, is a cloud-based platform connecting medical professionals, patients and family members. It contains patient information, treatment plans, medical images, and medical records, enabling administration of personalized care to patients. ",Predictive Modeling,105
"Redwood offers enterprise process automation solutions that help organizations reduce the costs, risks and wasted time associated with manual tasks. The company offers a suite of products, including Cronacle for enterprise process automation platform, RunMyJobs for subscription-based automation service, Report2Web for conversion of disparate content into a common format, Redwood Intelligence for predictive analytics, and Robofinance for financial operations automation.",Enterprise Intelligence,51
"UnaliWear is a wearable techology company offering ÒKanegaÓ, a wearable watch with a speech-assisted interface.  The Kanega watch provide discreet support for medication reminders and emergency assistance.",Digital Transformation Services,46
"UtilityWise is a utility services brokerage firm which manages utilities like power, gas and water on behalf of its customers.  Its online product offerings assist in monitoring and analysis of energy consumption to ensure efficiency targets are met.",Sustainability Advisory,120
Karamba offers automobile cybersecurity solutions that identify attempted attacks and block hackers from infiltrating a car's network. The company's software protects externally connected electronic control units from cyberattacks.,Crisis Management,27
"Zapier provides an app integration platform for managing app data. The company's Zap product provides a dedicated link between two apps that has been connected on Zapier, enabing automation of app data transfer between apps.",Data Aggregation,34
"Electric Imp offers an IoT platform that securely connects devices with advanced cloud computing resources. The companyÕs solutions offer integrated hardware, OS, security, APIs and cloud services that enables commercial and industrial applications.",Information Security,69
"CloudOne offers an enterprise platform to develop, deploy and manage IoT solutions in a hybrid virtual private cloud environment. The companyÕs offerings enable global collaborative development, production and analysis of software and products in real time on individual, secure, private hybrid cloud environments. ",Information Security,69
"Smartron offers smart devices and IoT products for consumer and enterprise markets. The company's IoT devices are powered by its platform, Hubtron, which integrates access to user profile data, content and services.",Data Infrastructure,36
"Stratumn builds blockchain based applications for automating audit processes and fraud detection. The company enables developers to leverage blockchain to write, execute and verify workflows or business processes.","Fraud Monitoring, Protection & Investigation",60
"Progressly transforms business processes into visual, actionable, and repeatable workflows. The company's platform allows for sharing, discovery, and adoption of proven best practices for a range of business problems.",Data Visualization,41
"Semios provides IoT solutions for farming / agriculture industry, by providing network of sensors and data analytics. It helps in covering each orchard block in a mesh network with devices, such as pheromone dispensers, automated traps, soil moisture meters or leaf-wetness devices.",Data Aggregation,34
"iCarbonX is developing an artificial intelligence platform, using big data, to facilitate research related to the treatment of diseases, preventive care and precision nutrition.Its analysis will help in providing private health management system and enable the development of personalized medicine.",Health Information Systems,64
"Bit Stew Systems has built a platform for handling data integration, data analysis, and predictive automation for connected devices on the Industrial Internet. Its flagship products are: MIx Coreª Platform (provides Data Management, Information Analysis and Artificial Intelligence capabilities), Industrial Data Library (provides contextual understanding through integration of industrial data silos) and MIx Director Suite (for managing connected devices on the Industrial Internet)",Data Aggregation,34
"Aire provides a credit scoring platform, using machine learning, enabling banks to lend to new and qualified borrowers. Using applicant-provided data to calculate credit scores, the scoring platform helps in reducing the risk of frauds for financial institutions while sanctioning loans.",Machine Learning,78
"AppTek uses machine translation (MT) and automatic speech recognition (ASR) technology, enabling distribution of digital content globally by utilizing audio and video assets. Its product range consists of: Omnifluent Media (to automatically generate transcriptions); Omnifluent Translate (uses statistical machine learning analysis for delivering translation.); Omnifluent Mobile (speech-to-speech translation and interactive voice response systems)",Mobile and Web Development,90
"Horizon Robotics offers software and hardware integrating capabilities, using deep neural network algorithm, resulting in intelligent devices e.g. smart homes, automobiles, etc. The company envisions that devices will become an intelligent entity, that has abilities like perception, interaction, understanding and decision-making, which would have use cases in the robotics industry.",Cognitive Technology,19
"Twiggle uses artificial intelligence - data science, machine learning, and natural language processing, to improve e-commerce product search and navigation capabilities. It is developing the way in which people search for products by providing better product-related data to enterprises, leading to an improved shopping experience and an increase in the conversion rates for e-commerce",Machine Learning,78
Big Belly offers IoT-enabled waste management solutions.  The company's products include solar-powered trash cans which alert sanitation crews of the condition of the trash can and an online platform to provide real-time and historical collection data.,Internet of Things,70
PatternEx offers cybersecurity solutions that enable virtual analysts to provide real time insights.  The company's flagship technology assists in identifying active threats and synthesizes contextual models to distinguish between malicious and benign patterns.,Machine Learning,78
"Human Longevity Inc. is a provider of genomics-based database tools used for drug development, discovery of biomarker and companion diagnostics, and repurposing of drugs from failed clinical trials. The company also offers genomic powered clinical research programs designed for personalized medicine.",Health Information Systems,64
"Seldon offers an open source and platform-agnostic machine learning tool for real-time recommendations and predictive analytics. The company assists in increasing customer engagement and revenue through improved targeting, personalization and recommendation.",Customer Analytics,31
"Yandex Data Factory uses machine learning and data analytics to improve client operations, revenues and profitability. The company offers a range of technologies includes image and voice recognition, deep neural networks, natural voice processing, and geospatial technologies.",Predictive Modeling,105
"Rage Framework provides business process automation, big data and semantic intelligence solutions as a managed service.  The company offers context sensitive semantic intelligence applications for real time interpretation of unstructured data.",Enterprise Intelligence,51
"exClone offers an artificial intelligence based chatbot that captures both human expertise and persona, enabling conversational interaction on online and mobile platforms. ",Robotics,113
Massive Analytic offers an analytics platform which allows users to acquire knowledge of possible events before they occur using predictive analyitics.,Text Analytics,124
"Seal Software provides a contract management suite for businesses to track, control, and analyze contracts throughout an enterprise. The company combines natural language processing, machine learning, and latent semantic indexing technologies to extract contractual terms, clauses and provisions and can ÒlearnÓ an organizationÕs specific terminology.",Digital Transformation Services,46
Signpost offers an artificial-intelligence based automated marketing and CRM platform used to drive new and repeat customers for local businesses. The company's platform automatically tracks every customer interaction and leverages an automated marketing engine to convert new customers and drive repeat business. ,Natural Language Processing,95
"Lawgeex offers an AI-based contract review platform, combining machine learning algorithms with crowd-sourced data to provide a layman explanation of what clauses may be unusual, problematic, or missing. ",Digital Transformation Services,46
"Conversica offers AI-based lead engagement software for marketing and sales.  The company 's chat bot program that engages with leads via natural, two-way email conversations and interprets intention and sentiment, leading to higher lead conversion rates.",Marketing Analytics,84
Inbenta offers an artificial intelligence and natural language processing powered search engine which provide search results based on the contextual and  semantic analysis to deliver improved search results.     ,Machine Learning,78
"YesPath offers a SaaS platform that leverages AI and Big Data to strengthen customer relationships for B2B marketers.  The company's software personalizes marketing content by creating profiles on target accounts, detecting hidden demands, and recommending content which is relevant to the website visitors.",Natural Language Processing,95
Clinical Cloud offers a cloud-based clinical trial management system.  The company's software assists in electronic recording of clinical data at the investigator site and integration or clinical data with existing systems in support of a trials.,Cloud Storage,17
"UiPath is a software company specialized in robotic process automation software solutions. The companyÕs products provide visual tools to graphically capture and automate repetitive activities in document management, call center, healthcare, financial, API enablement, data extraction and migration, process automation, application integration and business process outsourcing verticals.",Process Automation,106
"Kofax produces applications designed to simplify information-intensive customer interactions. The companyÕs software provides information capture, process management, data integration, customer communications management and analytics capabilities.  ",Process Automation,106
"Tavant Technologies develops software solutions and services for capital markets, consumer lending, manufacturing, media and entertainment, gaming, and retail industries.  It provides application development and maintenance, software testing, business intelligence, content management and mobility services. ",Project Management,107
"Pramata offers customer relationship intelligence solutions for organizations with complex enterprise customer relationships. The company prodcuts extract information from contracts, billing and CRM systems to better understand customer relationships and help sales teams realize up and cross-sell opportunities.",Enterprise Intelligence,51
Valossa offers an AI based video content discovery platform. The company's platform uses a natural language search engine and deep learning to analyzes video streams and index them to make video content discoverable.,Marketing Services,85
"Blueshift offers predictive marketing solutions that enable customer segmentation, personalized content creation, and multi-channel customer engagement.   The company leverages real-time behavioral data in conjunction with historical CRM data to engage with customers through digital channels.",Enterprise Intelligence,51
"DigitalGenius offers artificial intelligence based customer service solutions.  The company uses deep learning algorithms trained on historical customer service transcripts to automate and increase the efficiency of customer support conversations across text-based communication channels like email, chat, social media and mobile messaging.",Process Automation,106
Onfido provides online identity verification services to enable customers to verify people's identify and background.  The company uses a machine learning based background checking system that searches across numerous databases and compares biometrics and facial recognition data.,Remote Workforce,109
"Nexthink offers IT solutions that assist in reducing cyber security risk, improving IT operation efficiency, monitoring IT transformation projects, and improving business end-user productivity. The company performs data analytics on local and network activities at enterprise-level endpoints and transforms end-user data into actionable insights",Enterprise Intelligence,51
Haptik offers a crowdsourced personal assistant service available through a smartphone application. The company's concierge service enables users to send text to request a task be completed.,Virtual Collaboration,126
"Gauss Surgical is a medical technology company that leverages mobile devices in the operating room as medical devices to improve the quality of perioperative care. Its flagship technology, Triton, uses machine vision and computer learning to provide real-time monitoring of surgical blood loss.",Mobile Health,91
"Dimensional Mechanics offers a cloud-based platform to developers to build artificial intelligence capabilities in applications. The company's flagship product, NeoPulse, uses machine learning, computer vision and data analytics, for insight discovery from complex data.",Predictive Modeling,105
"M-Files offers enterprise content management solutions that enable enterprises to find, share, and secure documents and information. The company allows on-premises, cloud and hybrid deployment options  to eliminate information silos.","Extract, Transform, Load (ETL)",55
"Arterys offers medical imaging technology that combines a SaaS analytics cloud and machine learning to create an automated diagnostic platform. Its flagship technology, 4D Flow Imaging, enables visualization and quantification of blood flow in the body using MRI, leading to a faster and more accurate diagnosis.",Health Information Systems,64
Selerity provides multi-lingual context aware content recommendation for enterprise applications to personalize content into a user's workflow.  The company's platform combines semantic search and domain-optimized content analytics with user behavior analysis to automate real-time recommendation of trending content.,Knowledge Management,73
Skedool offers an artificial intelligence-based office assistance application which allows automation of repetitive tasks. The company's flagship product is a smart office assistant which  uses natural language processing and machine learning capabilities to enable users to communicate with the service via e_mail.,Text Analytics,124
Mariana uses machine learning and predictive analytics to optimize B2B marketing and lead generation. The company's products allow for automated personalized communication for effective lead targeting and existing prospect conversion.,Customer Analytics,31
"Automated Insights automates content creation by transforming raw data into natural language narratives. The company enables industries to achieve scale, efficiency and personalization in writen content creation.",Workflow Automation,128
Venture Development Center is an advisory services firm with a focus on data monetization and data sourcing. The company assists in the creation of products and revenue streams for data owners and in identification of data assets for data consumers.,Expert Networks,54
Forter provides plug-and-play ecommerce fraud solutions which automate the review process of transactions.  The company enables analysis of user profile and behavioral data to monitor for and reject fraudulent transactions in real-time. ,Workflow Automation,128
"Persado is a platform that generates natural language content to increase the effectiveness of communication with audiences at scale.  The company's delivers insight into the specific triggers that drives customer action by combining natural language processing and machine learning technologies, to generate short digital messages, for achieving direct marketing goals. ",Machine Learning,78
"Invoca provides enterprise inbound-call intelligence platform, for tapping into intelligence about callers and conversations. The cloud-based call and voice analytics platform, helps in understanding how phone calls are driving revenues. It enables optimization of customer journey, by learning which customers are calling and why they are calling and analyzing the content of the conversion, leading to increase in sales conversion rates.",Marketing Services,85
"Guardtime offers Keyless Signature Infrastructure, a cybersecurity platform, which enables organizations to assure the integrity of networks, prevent data loss of digital assets, and to verify enterprise behaviors. KSI is a blockchain technology that provides scalable data authentication, based on digital signatures, for electronic data, machines and humans. ",Authorization,6
"Sinequa provides a cognitive search and analytics platform, to offer insights from structured and unstructured data data. It enables Deep Content Analytics, using natural language processing and machine learning, to offer information with continually improving relevance to users in their work environments",Machine Learning,78
"Blend Labs offers mortgage automation software, which enables banks and lenders to process mortgages faster. It provides a data driven approach for lenders by integrating data from digitized pay stubs, tax forms, and bank statements and processing credit score and risk.",Digital Transformation Services,46
"Textio uses machine learning and semantic analytics, to analyze text for predicting and increasing the probability of meeting the end objective of the document. It is currently being used for talent hiring solutions, by predicting the performance of job listings and candidate emails and recommending content to improve it's effectiveness.",Machine Learning,78
"Appian offers Business Process Management solutions, by providing an application platform that unites users with an integrated environment, consisting of enterprise-level data, processes and collaborations. Its enterprise automation platform also enables developers to customized enterprise applications, that can run natively on cloud as well as mobiles","Extract, Transform, Load (ETL)",55
"DefinedCrowd combines Crowd-as-a-Service and Machine Learning to accelerate enterprise data training and modeling. It leverages natural language processing capabilities, to enable enterprises to manage their data collection and data enrichment efforts. ",Cognitive Computing,18
"Kensho provides computational knowledge engine for the financial industry, which can scan and analyze the impact of real-time events, such as political events, mergers, weather forecasts, etc., on the performance of financial assets. It combines parallel statistical computing with natural language inputs, big data and machine learning, to provide an analytics and knowledge platform for investment professionals. ",Predictive Modeling,105
"Avalara provides cloud-based sales tax automation software and a suite of other tax management solutions for businesses. It also partners with software development, marketing, sales, accounting, and consulting vendors who resell Avalara's products as part of their professional services offerings.",Process Automation,106
"Compstak leverages crowdsourcing to provide an online database of commercial lease comps for investors, brokers, asset managers, appraisers and researchers.",Exchanges,53
"Estimize provides crowdsourced estimates of public company financial performance and economic indicators. Its objective is to surpass biases inherent in Wall Street consensus and provide more accurate estimates through the wisdom of a representative crowd. Crowd contributors include buy-side and sell-side analysts, independent researchers, and students.",Comparables,21
"Quid provides a SaaS business analytic platform that combines search, premium data and high performance algorithms to create visualizations of markets, trends, and cultural phenomena.",Risk & Regulatory Analytics,111
"Block Score provides a solution for verifying user identities online. It integrates into enterprise websites and validates users with personalized, knowledge-based questions. It also scans government watch lists and red flag list to identify potentially harmful or fraudulent individuals.",Customer Analytics,31
"Elementum helps enterprises gain better visibility into and reduce risk in their supply chain through big data analytics. It analyzes a variety of internal and external sources in real-time to identify and alert supply chain managers of critical developments. Its suite of apps target 3 distinct areas - supplier management, logistics management, and manufacturing operations. ",Virtual Collaboration,126
"Brainspace provides software to analyze and visualize unstructured enterprise data for investigation, e-discovery, and knowledge management.",Text Analytics,124
Cafyne provides enterprise SaaS solutions for optimizing social media activity and managing social media risk. It helps aggregate and analyze data on employee social media participation and also enables enterprises to track external social media activity to generate sales and partnership leads.,Performance Management,102
"Wynyard Group provides threat assessment, risk management, and fraud analytics software and services for government, financial services, and national infrastructure providers.",Data Visualization,41
Omnext is a SaaS-based application quality assessment provider that offers a wide set of on-demand application analysis services.,Comparables,21
"Siteworx is a digital consultancy focusing on design, web, content management, and systems integration.",Predictive Modeling,105
"Nexient is an application services and technology services provider that leverages a unique ""on-shore"" outsourcing model as an alternative to Indian ""off-shore"" services delivery. It focused on agile software development through ""on-shoring"" and also offers information management and enterprise mobility consulting services.",Enterprise Intelligence,51
Logikcull provides a cloud document management platform targeting auditors and legal teams. It automatically processes and organizes documents in a variety of file formats enabling content to be efficiently searched and analyzed.,Text Analytics,124
Skycure helps enterprises secure mobile devices against internal and external cyber threats and malware through a downloadable mobile app and associated support service. It also leverages a crowd of security researchers to provide ongoing mobile threat intelligence.,Information Security,69
"Lionbridge is a language services provider that specializes in professional translation and marketing localization. It also offers content management, data structuring, and application testing through a mix of cloud software and crowdsourcing driven by over 100K qualified workers.",Marketing Analytics,84
Workfusion qualifies and manages a crowd of workers from different online talent networks to complete data collection and data quality tasks for enterprises. It supplements the process with automation tools to maximize quality and speed.,Cognitive Technology,19
"Platform for data enrichment that enables a community of data scientists to collect, clean, and label data at scale",Process Automation,106
"Utest provides crowdsourced software testing services through a global community of professional testers. Testing services include Functional, Load, Localization, Security, and Usability testing. It also serves as a networking and training platform for the testing community.",Mobile Security,92
"Appirio is a cloud consultancy that advises on, develops, and implements cloud solutions for enterprises. It's delivery model leverages a combination of a proprietary technology suite, traditional services, and crowdsourcing.",Social Media,116
"Topcoder is an online community of data scientists, software developers, and graphic designers that compete to solve specific challenges posted by enterprises.",Freelance Talent/Labor,61
Innocentive helps enterprises solve innovation challenges by sourcing ideas from an online community of talent through a competition model. It also provides a SaaS platform for organizations to design and manage their own open innovation campaigns.,Knowledge Management,73
"Bugcrowd provides a managed cyber security service leveraging a crowd of 16,000+ security researchers. The community competes through bug bounties to find and test vulnerabilities in enterprise applications and security systems.",Freelance Talent/Labor,61
Consensus point helps enterprises connect with consumer communities for market research and testing of new ideas. It also provides a software platform for internal crowdsourcing initiatives.,Marketing Services,85
"CrowdCurity provides a managed cyber security service leveraging a crowd of 2,000+ security researchers. The community competes through bug bounties to find and test vulnerabilities in enterprise applications and security systems.",Freelance Talent/Labor,61
Measurabl provides a cloud-based platform for sustainability data management and reporting.,Corporate Sustainability,25
